name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Harrison Hand,Vikings,CB,67,23,Temple,69,23,40,30,60,65,60,6,75,HandHarrison_21020,27,64,90,66,71,37,65,35,56,86,69,185,11/12/98,Default Stride Loose,22,Harrison,2,3310000,35,6,72,67,38,published,Hand,20,15,88,35,90,80,6,67,44,30,launch-ratings,25,53,6,16,35,51,86,65,47,323,19,Right,10,280000,35,83,73,6,CB_MantoMan,54,35,31,84,35,21020
Hassan Ridgeway,49ers,DT,67,27,Texas,67,23,9,18,87,22,14,6,78,RidgewayHassan_17747,6,35,76,17,75,61,16,44,82,83,26,305,11/2/94,Default Stride High and Tight,3,Hassan,6,650000,34,6,22,65,13,published,Ridgeway,98,12,70,46,78,75,6,18,28,73,launch-ratings,15,83,6,17,44,78,75,36,10,8194,17,Right,10,1150000,44,48,13,6,DT_PowerRusher,63,45,15,52,45,17747
Ike Boettger,Bills,LG,67,26,Iowa,86,15,10,81,83,10,35,6,33,BoettgerIke_13677,18,43,62,10,78,10,31,69,34,79,12,313,12/7/95,Default Stride Awkward,15,Ike,4,500000,25,12,10,31,26,published,Boettger,65,12,56,68,73,88,6,11,10,10,launch-ratings,33,30,9,11,72,76,83,37,5,9710,11,Right,10,550000,70,51,10,7,G_Power,25,71,3,63,68,13677
Iman Lewis-Marshall,Ravens,CB,67,25,USC,65,14,35,19,65,65,43,6,74,LewisMarshallIman_20467,43,66,90,67,73,44,54,35,66,82,66,210,2/27/97,Default Stride Loose,37,Iman,3,2540000,40,6,70,67,47,published,Lewis-Marshall,37,12,88,35,79,82,6,68,42,40,launch-ratings,37,73,6,12,35,55,86,58,52,9561,14,Right,13,650000,35,79,76,6,CB_MantoMan,58,35,25,84,35,20467
Jabril Cox,Cowboys,MLB,67,24,LSU,62,48,10,18,65,55,61,35,77,CoxJabril_21496,9,69,91,46,75,61,62,45,78,83,70,232,4/16/98,Default Stride Awkward,5,Jabril,1,3490000,34,45,53,61,18,published,Cox,14,36,88,45,82,74,44,64,33,48,launch-ratings,12,76,37,20,45,66,84,45,36,1050,20,Right,42,760000,43,74,63,31,MLB_PassCoverage,62,45,11,83,45,21496
Jack Driscoll,Eagles,RT,67,25,Auburn,77,25,10,85,83,28,29,6,30,DriscollJack_21177,16,36,76,15,77,27,25,68,36,84,15,312,4/1/97,Long Stride Awkward,8,Jack,2,3300000,37,6,19,26,26,published,Driscoll,63,12,72,65,73,92,6,12,26,33,launch-ratings,22,42,6,20,70,81,85,29,17,261,22,Right,14,480000,73,50,10,6,OT_Agile,29,70,13,62,74,21177
Jacob Phillips,Browns,MLB,67,23,LSU,64,24,10,36,73,41,45,6,82,PhillipsJacob_20997,27,56,87,28,75,53,52,43,82,86,57,229,4/1/99,Default Stride Loose,22,Jacob,2,3500000,35,6,36,67,31,published,Phillips,50,12,84,45,87,88,6,51,33,47,launch-ratings,25,80,6,20,45,78,83,47,31,524,20,Right,12,840000,50,73,48,6,MLB_RunStopper,71,45,5,72,45,20997
Jalen Nailor,Vikings,WR,67,23,Michigan St.,63,26,78,28,58,79,74,6,40,NailorJalen_22363,69,78,94,69,71,10,76,49,33,83,31,192,3/2/99,Short Stride Default,73,Jalen,0,3670000,28,15,75,26,68,published,Nailor,83,15,91,33,84,75,10,22,42,10,launch-ratings,69,30,10,15,27,44,79,70,69,1863,20,Right,13,160000,29,85,23,6,WR_DeepThreat,34,28,31,87,24,22363
Jalyn Armour-Davis,Ravens,CB,67,22,Alabama,56,31,45,20,60,55,47,6,72,ArmourDavisJalyn_22254,15,70,94,60,73,34,60,34,60,85,67,195,9/3/99,Short Stride Default,12,Jalyn,0,3490000,28,15,67,60,21,published,Armour-Davis,5,12,93,34,87,74,10,69,30,26,launch-ratings,22,48,10,15,22,44,88,48,38,1142,21,Right,10,740000,28,82,68,6,CB_MantoMan,43,35,25,81,22,22254
James Smith-Williams,Commanders,RE,67,25,N.C. State,62,20,10,11,83,27,16,6,79,SmithWilliamsJames_21235,7,35,88,23,76,59,18,45,78,86,27,265,7/30/97,Long Stride Loose,5,James,2,3300000,37,6,27,64,10,published,Smith-Williams,96,12,85,45,78,79,6,19,31,66,launch-ratings,13,75,6,15,45,81,78,35,17,578,19,Right,14,80000,45,63,17,6,DE_PowerRusher,68,45,26,72,45,21235
Jaret Patterson,Commanders,HB,67,22,Buffalo,65,24,55,27,61,80,62,15,52,PattersonJaret_21579,49,67,91,79,67,24,61,35,37,90,33,195,12/23/99,Short Stride Default,39,Jaret,1,2420000,47,19,85,28,60,published,Patterson,32,22,86,34,74,84,26,28,53,17,launch-ratings,38,41,15,12,31,26,84,79,75,1009,19,Right,16,30000,45,83,31,14,HB_ElusiveBack,26,36,26,83,34,21579
Jason Pinnock,Jets,SS,67,23,Pittsburgh,64,35,60,28,61,69,61,6,65,PinnockJason_21701,44,68,93,65,73,37,69,39,64,89,66,204,6/30/99,Default Stride Loose,40,Jason,1,3490000,41,6,72,61,47,published,Pinnock,41,12,89,39,93,87,6,65,47,33,launch-ratings,51,59,6,20,35,55,88,56,51,1013,20,Right,10,260000,35,86,76,6,S_Hybrid,52,39,18,87,35,21701
Jay Tufele,Jaguars,LE,67,23,USC,67,23,30,32,88,22,18,6,81,TufeleJay_21527,7,25,75,21,74,66,19,45,80,86,21,305,7/25/99,Long Stride Loose,3,Jay,1,3490000,33,6,22,67,10,published,Tufele,97,12,72,45,76,91,6,16,29,64,launch-ratings,15,80,6,12,45,85,72,27,21,838,17,Right,17,820000,45,53,17,6,DE_RunStopper,72,45,17,59,45,21527
Jermaine Eluemunor,Raiders,RG,67,27,Texas AM,77,24,10,67,92,18,20,6,26,EluemunorJermaine_12600,7,27,64,15,76,10,17,69,33,88,12,345,12/13/94,Default Stride Awkward,5,Jermaine,5,1120000,36,6,25,10,17,published,Eluemunor,72,12,65,71,71,84,6,12,28,10,launch-ratings,12,37,6,25,70,83,82,22,12,8544,25,Right,10,120000,69,49,10,6,G_Power,15,67,23,59,67,12600
Jerome Ford,Browns,HB,67,22,Cincinnati,69,25,42,42,73,78,55,10,43,FordJerome_22324,53,68,91,71,71,23,54,41,39,89,24,211,9/12/99,Default,46,Jerome,0,3480000,78,30,79,25,59,published,Ford,34,25,90,28,79,83,10,16,76,34,launch-ratings,54,38,25,15,40,41,83,81,78,1604,19,Right,11,310000,50,84,16,15,HB_ElusiveBack,36,35,5,82,35,22324
John Bates,Commanders,TE,67,24,Boise State,68,25,15,57,75,67,75,6,50,BatesJohn_21767,59,77,80,65,77,10,75,65,47,92,26,259,11/6/97,Long Stride High and Tight,52,John,1,3490000,63,15,66,31,64,published,Bates,87,13,79,64,78,83,10,21,67,10,launch-ratings,62,44,10,19,55,70,87,75,52,1388,23,Right,10,720000,59,74,24,6,TE_Possession,45,61,26,84,58,21767
Jonathan Owens,Texans,FS,67,27,Missouri W State,63,18,30,14,66,62,56,6,71,OwensJonathan_13710,33,68,92,62,71,30,60,16,64,86,68,210,7/22/95,Default Stride Loose,29,Jonathan,3,1350000,41,6,70,60,37,published,Owens,36,17,91,35,93,84,6,61,42,26,launch-ratings,34,71,6,22,35,59,88,67,47,1497,17,Right,10,10000,12,86,65,6,S_Zone,43,35,32,85,35,13710
Jonathan Garibay,Cowboys,K,67,23,Texas Tech,49,37,10,18,39,18,20,20,24,GaribayJonathan_22512,15,25,81,10,72,10,22,20,31,87,15,217,8/16/99,Default Stride Awkward,15,Jonathan,0,2570000,10,35,10,21,15,published,Garibay,1,17,74,20,69,64,21,12,10,10,launch-ratings,15,18,29,69,15,17,84,34,14,0,95,Right,15,0,15,53,10,24,KP_Power,13,20,11,64,15,22512
Joseph Ossai,Bengals,RE,67,22,Texas,67,24,10,17,80,42,43,6,75,OssaiJoseph_21510,5,53,91,30,76,63,46,45,73,85,54,253,4/12/00,Long Stride Default,5,Joseph,1,4060000,39,6,34,59,10,published,Ossai,58,12,85,45,90,85,6,45,37,68,launch-ratings,15,84,6,38,45,81,75,57,25,1190,45,Right,10,1130000,45,65,47,6,DE_PowerRusher,66,45,2,80,45,21510
Joshua Ezeudu,Giants,LG,67,22,North Carolina,70,16,10,86,81,17,12,6,19,EzeuduJoshua_22440,5,23,72,10,76,10,15,69,21,90,10,308,9/19/99,Default Stride Awkward,5,Joshua,0,4330000,20,6,10,24,10,published,Ezeudu,75,11,66,66,71,77,6,9,19,10,launch-ratings,10,31,6,23,70,79,84,35,12,1571,24,Right,7,1160000,72,58,10,6,G_Agile,20,71,16,57,74,22440
Justin Watson,Chiefs,WR,67,27,Penn,60,26,70,42,69,72,80,6,29,WatsonJustin_13322,68,80,93,62,75,10,82,50,30,87,25,211,4/4/95,Long Stride Loose,70,Justin,4,1140000,57,15,69,18,70,published,Watson,84,22,90,36,92,86,10,17,60,10,launch-ratings,72,19,10,15,31,53,81,76,70,9355,17,Right,25,0,39,80,15,6,WR_DeepThreat,27,30,9,82,34,13322
Juwann Winfree,Packers,WR,67,25,Colorado,66,25,50,18,65,78,80,6,41,WinfreeJuwann_20736,73,79,87,73,73,10,82,39,31,85,26,210,9/4/96,Default Stride Loose,70,Juwann,3,900000,57,15,74,25,74,published,Winfree,88,18,88,22,80,77,10,18,56,10,launch-ratings,68,32,10,13,20,41,81,72,70,173,18,Right,17,0,27,83,17,6,WR_Slot,33,16,20,85,17,20736
Kamal Martin,Panthers,MLB,67,24,Minnesota,71,42,10,16,76,65,48,31,81,MartinKamal_21278,8,57,87,52,75,50,52,45,74,85,62,240,6/17/98,Default Stride Loose,5,Kamal,2,900000,37,36,63,69,17,published,Martin,47,40,84,45,84,83,37,56,42,58,launch-ratings,13,85,31,20,45,80,79,58,41,443,16,Right,34,0,45,73,48,27,MLB_RunStopper,69,45,21,80,45,21278
Keelan Doss,Giants,WR,67,26,California-Davis,66,29,45,23,62,75,80,6,37,DossKeelan_20434,70,82,90,70,75,10,84,48,21,86,25,215,3/21/96,Long Stride Loose,69,Keelan,3,830000,48,15,76,25,73,published,Doss,6,22,87,31,86,84,10,20,51,10,launch-ratings,71,12,10,11,24,43,82,68,66,9443,11,Right,16,0,45,82,10,6,WR_DeepThreat,26,26,16,85,22,20434
Keith Taylor Jr,Panthers,CB,67,23,Washington,66,30,43,22,57,61,49,6,70,TaylorKeith_21706,12,57,91,65,74,39,54,35,63,92,69,195,11/20/98,Default Stride Loose,5,Keith,1,3490000,36,6,71,65,17,published,Taylor Jr,28,15,89,35,81,87,6,63,38,32,launch-ratings,10,56,6,13,35,42,90,57,47,1284,18,Right,17,300000,35,83,77,6,CB_Zone,44,35,21,88,35,21706
Kerby Joseph,Lions,FS,67,21,Illinois,64,25,44,23,62,68,63,6,67,JosephKerby_22227,31,74,90,65,73,29,70,24,64,90,71,203,11/14/00,Default Stride Loose,29,Kerby,0,4220000,50,6,73,66,33,published,Joseph,31,15,88,24,91,70,6,65,42,23,launch-ratings,27,64,6,20,25,49,89,63,60,1792,21,Right,9,840000,25,84,65,6,S_Zone,48,24,19,86,25,22227
Kevin Givens,49ers,DT,67,25,Penn State,66,25,10,32,86,16,10,6,79,GivensKevin_20682,3,32,69,13,73,74,12,45,79,86,29,285,3/1/97,Long Stride Awkward,2,Kevin,3,900000,35,6,17,63,10,published,Givens,90,12,70,45,76,88,6,19,24,67,launch-ratings,12,75,6,20,45,80,75,27,17,9472,20,Right,10,0,45,60,10,6,DT_RunStopper,74,45,15,65,45,20682
Kevin White,Saints,WR,67,30,West Virginia,63,35,62,25,70,81,80,15,33,WhiteKevin_2436,69,78,90,77,75,25,82,46,42,74,30,216,6/25/92,Default Stride Loose,68,Kevin,7,1070000,52,15,76,31,68,published,White,17,22,90,23,87,81,15,25,61,30,launch-ratings,74,33,10,20,27,45,81,69,64,7376,20,Right,19,0,44,81,44,10,WR_DeepThreat,35,16,27,84,25,2436
Kevon Seymour,Ravens,CB,67,28,USC,65,25,45,15,62,63,29,6,62,SeymourKevon_17858,10,60,90,67,72,31,63,18,47,82,61,185,11/30/93,Short Stride Loose,10,Kevon,5,1470000,25,6,72,66,20,published,Seymour,25,10,91,35,84,68,6,66,31,26,launch-ratings,12,53,6,11,35,45,88,58,50,8421,10,Right,11,0,10,86,76,6,CB_MantoMan,41,35,25,87,35,17858
Khaleke Hudson,Commanders,MLB,67,24,Michigan,66,25,10,13,68,63,51,6,82,HudsonKhaleke_21146,24,60,90,60,71,58,56,45,77,87,66,224,12/6/97,Short Stride Loose,16,Khaleke,2,3300000,60,6,68,65,34,published,Hudson,47,12,87,44,80,92,6,62,58,48,launch-ratings,23,84,6,19,44,66,82,60,46,371,19,Right,10,310000,45,78,62,6,MLB_PassCoverage,63,44,26,84,43,21146
Khyiris Tonga,Bears,DT,67,26,BYU,64,23,5,42,91,41,28,6,82,TongaKhyiris_21891,16,30,76,33,74,51,29,49,78,88,24,338,7/7/96,Long Stride Default,12,Khyiris,1,3490000,52,6,33,63,22,published,Tonga,95,12,69,50,74,85,6,18,43,61,launch-ratings,27,74,6,28,52,81,78,39,21,861,27,Right,10,80000,48,54,13,6,DT_RunStopper,69,46,1,57,47,21891
Kindle Vildor,Bears,CB,67,24,Ga. Southern,64,37,60,15,56,68,49,29,74,VildorKindle_21166,26,66,90,71,70,38,67,35,53,92,69,190,12/11/97,Short Stride Loose,20,Kindle,2,3300000,16,33,77,62,32,published,Vildor,22,21,90,35,93,80,30,62,30,34,launch-ratings,30,53,22,37,35,48,91,58,49,638,40,Right,27,310000,35,89,77,17,CB_Zone,50,35,1,90,35,21166
Kylin Hill,Packers,HB,67,24,Mississippi St.,67,33,40,37,71,73,49,14,33,HillKylin_21573,54,64,90,73,70,10,50,31,29,84,16,215,8/18/98,Short Stride Loose,48,Kylin,1,3490000,83,25,80,15,61,published,Hill,32,24,87,22,88,83,22,12,83,10,launch-ratings,47,24,20,19,30,51,83,93,75,1191,11,Right,21,60000,45,83,18,15,HB_ElusiveBack,26,23,20,81,27,21573
L.J. Collier,Seahawks,ROLB,67,26,TCU,72,23,10,18,83,26,24,6,81,CollierLJ_20422,7,40,76,14,74,66,23,45,82,87,26,291,9/12/95,Long Stride Loose,3,L.J.,3,2000000,32,6,19,69,12,published,Collier,91,12,75,45,74,84,6,17,30,74,launch-ratings,13,82,6,10,45,83,72,38,20,9418,16,Right,10,8840000,45,58,21,6,OLB_PowerRusher,68,45,28,65,45,20422
Matt Peart,Giants,RT,67,25,Connecticut,75,11,10,83,86,15,15,5,33,PeartMatthew_21116,5,27,75,10,79,22,15,70,37,83,13,318,6/11/97,Default Stride Awkward,5,Matt,2,3660000,24,5,10,32,15,published,Peart,74,12,70,67,74,89,5,12,10,28,launch-ratings,15,20,5,12,70,80,82,40,6,510,15,Right,10,840000,73,50,10,5,OT_Agile,29,72,16,55,74,21116
McTelvin Agim,Broncos,RE,67,24,Arkansas,65,19,10,35,84,38,25,6,80,AgimMcTelvin_21118,7,36,74,17,75,69,20,45,80,87,31,309,9/25/97,Default Stride Awkward,3,McTelvin,2,3680000,41,6,24,62,22,published,Agim,95,12,73,45,75,85,6,22,33,73,launch-ratings,24,79,6,21,45,79,72,40,19,69,25,Right,10,850000,45,60,18,6,DE_PowerRusher,68,45,4,68,45,21118
Mike Boone,Broncos,HB,67,27,Cincinnati,65,35,78,42,69,76,56,10,38,BooneMike_13300,53,67,89,75,70,12,50,43,33,79,19,205,7/30/95,Default Stride Loose,47,Mike,4,1750000,66,30,82,20,59,published,Boone,26,19,89,34,93,82,10,14,78,11,launch-ratings,55,21,25,12,31,40,83,86,74,9326,19,Right,16,2100000,48,79,16,15,HB_ElusiveBack,26,33,4,85,26,13300
Miles Killebrew,Steelers,SS,67,29,Southern Utah,68,27,42,19,76,53,44,6,72,KillebrewMiles_17756,10,69,87,57,74,46,63,19,70,93,60,222,5/10/93,Long Stride Default,10,Miles,6,3030000,53,6,69,70,20,published,Killebrew,28,18,85,33,86,87,6,54,48,51,launch-ratings,23,89,6,18,34,64,81,76,48,8096,21,Right,12,980000,25,76,67,6,S_RunSupport,59,33,29,84,33,17756
Myles Hartsfield,Panthers,FS,67,25,Ole Miss,63,27,55,20,63,74,56,7,70,HartsfieldMyles_21402,36,69,92,63,71,55,66,35,62,87,68,210,8/5/97,Default Stride Loose,24,Myles,2,2280000,43,15,76,60,43,published,Hartsfield,38,15,92,35,91,84,10,63,52,45,launch-ratings,35,62,10,38,35,60,89,70,55,1448,50,Right,17,10000,40,85,69,6,S_Hybrid,56,35,21,89,35,21402
Nick Harris,Browns,C,67,23,Washington,79,23,10,87,82,16,15,6,26,HarrisNick_21110,5,26,74,10,73,10,15,68,30,86,15,293,11/13/98,Default Stride Awkward,5,Nick,2,3300000,25,6,13,17,15,published,Harris,53,12,69,66,73,83,6,12,27,10,launch-ratings,15,29,6,16,68,84,81,20,5,331,20,Right,14,310000,71,54,10,6,C_Agile,20,70,5,63,73,21110
Nick Vannett,Saints,TE,67,29,Ohio State,67,29,18,54,73,71,77,6,43,VannettNick_17651,64,81,75,58,78,17,75,60,30,84,21,261,3/6/93,Long Stride Loose,60,Nick,6,6600000,67,15,62,22,67,published,Vannett,81,16,74,56,75,78,10,14,65,17,launch-ratings,65,35,10,19,60,70,81,75,60,8246,21,Right,10,1400000,60,74,17,6,TE_Possession,46,60,27,80,57,17651
Nsimba Webster,Bears,WR,67,26,Eastern Wash.,56,51,78,20,53,75,76,27,47,WebsterNsimba_20846,69,76,91,77,70,10,76,48,43,84,25,180,1/27/96,Short Stride Loose,67,Nsimba,3,1140000,33,41,81,20,71,published,Webster,10,30,88,30,76,80,39,13,31,10,launch-ratings,62,35,38,22,10,40,80,72,73,660,24,Right,27,0,30,88,18,31,WR_Playmaker,37,25,1,89,11,20846
Pat Elflein,Panthers,C,67,28,Ohio State,75,22,10,80,88,25,10,6,33,ElfleinPat_12582,5,33,61,18,75,25,12,75,32,88,15,303,7/6/94,Default Stride Awkward,5,Pat,5,6680000,30,6,24,20,10,published,Elflein,60,12,60,73,61,90,6,13,31,32,launch-ratings,12,42,6,24,70,82,86,29,12,8541,20,Right,15,6460000,68,51,10,6,C_Power,37,78,21,59,66,12582
Perrion Winfrey,Browns,DT,67,22,Oklahoma,68,20,10,18,82,27,14,9,82,WinfreyPerrion_22165,8,24,79,24,76,61,15,45,77,90,24,290,8/5/00,Long Stride Awkward,5,Perrion,0,3490000,30,9,31,63,15,published,Winfrey,97,18,76,45,73,79,9,20,35,70,launch-ratings,12,84,9,13,45,82,78,26,25,2042,14,Right,17,800000,45,53,18,9,DT_RunStopper,72,45,5,59,45,22165
Quincy Wilson,Dolphins,SS,67,26,Florida,63,35,55,15,68,71,64,6,81,WilsonQuincy_12542,17,66,90,64,74,44,74,35,58,85,68,193,8/16/96,Default Stride Loose,11,Quincy,5,900000,42,6,76,65,27,published,Wilson,36,16,86,35,80,79,6,71,66,35,launch-ratings,36,77,6,22,35,55,86,64,59,8786,19,Right,15,0,35,88,76,6,S_Hybrid,56,35,12,86,35,12542
Quincy Roche,Giants,LOLB,67,24,Miami,69,20,10,26,76,40,27,6,78,RocheQuincy_21516,5,43,85,30,75,68,38,45,78,90,48,243,2/10/98,Long Stride Default,5,Quincy,1,3470000,28,6,38,67,10,published,Roche,95,12,83,45,80,88,6,39,29,64,launch-ratings,16,75,6,22,45,75,78,42,22,1083,21,Right,14,0,45,68,35,6,OLB_SpeedRusher,67,45,16,77,45,21516
Robert Rochell,Rams,CB,67,24,Central Arkansas,62,35,59,13,55,65,53,6,61,RochellRobert_21702,31,66,91,67,72,33,63,35,52,87,69,195,4/26/98,Default Stride Loose,26,Robert,1,3490000,35,6,74,63,36,published,Rochell,31,10,92,35,94,72,6,63,34,26,launch-ratings,33,49,6,20,35,42,88,59,44,1327,20,Right,11,680000,35,91,62,6,CB_Zone,41,35,24,92,35,21702
Romeo Doubs,Packers,WR,67,22,Nevada,64,24,79,19,60,80,78,15,39,DoubsRomeo_22076,70,82,92,71,74,22,78,38,35,89,31,201,4/13/00,Long Stride Loose,70,Romeo,0,3670000,35,20,76,32,69,published,Doubs,87,19,90,20,83,86,12,19,43,18,launch-ratings,66,26,15,17,20,38,86,71,71,1471,22,Right,17,680000,26,81,22,10,WR_DeepThreat,33,25,20,85,23,22076
Ryan Connelly,Vikings,MLB,67,26,Wisconsin,68,51,10,18,70,45,40,44,79,ConnellyRyan_20596,5,58,88,38,74,57,49,45,80,87,64,236,10/23/95,Default Stride Loose,5,Ryan,3,2500000,42,45,54,70,15,published,Connelly,57,40,84,45,83,84,44,57,37,51,launch-ratings,12,82,38,13,45,71,80,48,41,9421,18,Right,36,0,45,74,44,41,MLB_FieldGeneral,68,45,31,81,45,20596
Sam Howell,Commanders,QB,67,21,North Carolina,56,93,14,16,64,81,37,79,33,HowellSam_22380,14,61,87,66,73,10,51,23,29,93,14,224,9/16/00,Default,12,Sam,0,3670000,53,81,73,13,15,published,Howell,14,78,82,22,71,93,77,12,51,10,launch-ratings,15,23,76,37,18,27,91,66,73,1770,36,Right,76,360000,15,78,10,80,QB_Scrambler,24,16,26,78,14,22380
Shane Lemieux,Giants,LG,67,25,Oregon,80,40,10,84,84,27,29,22,40,LemieuxShane_21292,18,36,67,26,76,29,27,70,36,80,10,310,5/12/97,Long Stride Loose,12,Shane,2,3300000,44,27,28,31,22,published,Lemieux,66,35,69,71,65,95,26,9,19,37,launch-ratings,18,43,24,12,69,81,82,40,28,425,18,Right,27,350000,67,51,10,19,G_Power,37,69,16,49,65,21292
Sheldon Day,Browns,DT,67,28,Notre Dame,72,23,9,32,82,24,26,6,78,DaySheldon_17739,5,34,78,17,73,63,28,45,78,87,45,293,7/1/94,Default Stride Awkward,3,Sheldon,6,900000,32,6,21,69,13,published,Day,92,12,68,46,74,88,6,29,35,75,launch-ratings,15,81,6,17,44,82,76,37,13,7971,17,Right,10,0,44,60,13,6,DT_PowerRusher,60,45,5,67,45,17739
Shilique Calhoun,Chiefs,ROLB,67,30,Michigan St.,65,22,9,16,79,27,23,6,81,CalhounShilique_17659,7,50,79,22,76,73,21,44,79,87,44,260,3/20/92,Default Stride Loose,5,Shilique,5,900000,33,6,31,62,14,published,Calhoun,92,12,76,44,84,89,6,37,27,57,launch-ratings,17,81,6,19,45,74,77,45,11,7932,20,Right,10,0,44,69,22,6,OLB_SpeedRusher,60,45,9,83,44,17659
Siran Neal,Bills,CB,67,28,Jacksonville State,60,21,25,15,60,67,56,6,73,NealSiran_13323,35,67,88,60,72,48,64,35,70,94,71,206,8/4/94,Default,28,Siran,4,7400000,49,6,65,62,40,published,Neal,33,15,87,35,94,92,6,67,38,41,launch-ratings,30,80,6,15,35,63,86,63,35,9000,18,Right,14,1590000,35,82,77,6,CB_Slot,60,35,3,83,35,13323
T.J. Slaton Jr,Packers,DT,67,24,Florida,65,15,30,53,87,16,13,6,79,SlatonJrTJ_21889,5,22,78,13,76,54,13,58,77,90,18,330,10/3/97,Long Stride Awkward,3,T.J.,1,3490000,35,6,16,67,10,published,Slaton Jr,93,12,69,61,72,88,6,13,26,65,launch-ratings,12,77,6,15,55,86,74,24,14,828,15,Right,10,280000,52,55,14,6,DT_RunStopper,69,54,20,59,53,21889
Taylor Stallworth,Chiefs,DT,67,27,South Carolina,77,29,15,29,80,10,10,6,78,StallworthTaylor_13440,3,30,67,10,74,60,12,45,79,90,23,305,8/18/95,Default Stride Awkward,2,Taylor,4,750000,34,6,10,78,10,published,Stallworth,90,12,62,45,66,88,6,12,27,70,launch-ratings,12,74,6,13,45,79,78,40,10,9066,17,Right,16,300000,45,53,10,6,DT_RunStopper,71,45,9,58,45,13440
Teez Tabor,Falcons,SS,67,25,Florida,69,35,60,11,61,73,64,6,77,TaborTeez_12534,23,73,89,73,72,45,68,35,62,87,62,201,12/31/96,Short Stride Default,16,Teez,5,970000,28,6,78,72,34,published,Tabor,20,10,86,35,76,74,6,69,33,29,launch-ratings,30,67,6,17,35,51,86,67,58,8740,20,Right,15,0,35,79,77,6,S_Hybrid,49,35,14,82,35,12534
Terrel Bernard,Bills,LOLB,67,23,Baylor,69,21,30,19,67,48,45,11,86,BernardTerrel_22192,5,60,91,51,73,57,51,45,75,86,65,218,5/7/99,Default Stride Loose,5,Terrel,0,4210000,39,22,61,70,15,published,Bernard,43,18,86,45,85,88,15,52,44,49,launch-ratings,15,76,17,13,45,69,92,49,33,1173,17,Right,12,920000,45,79,40,15,OLB_PassCoverage,59,45,3,83,45,22192
Travis Homer,Seahawks,HB,67,24,Miami,72,25,73,37,62,75,53,13,39,HomerTravis_20640,52,67,91,69,70,10,50,34,35,90,20,202,8/7/98,Default Stride High and Tight,45,Travis,3,2540000,72,21,77,20,60,published,Homer,25,23,90,25,90,82,15,15,65,10,launch-ratings,53,32,15,14,41,46,83,84,74,9507,19,Right,11,120000,53,85,17,12,HB_ElusiveBack,38,24,28,83,36,20640
Troy Dye,Vikings,MLB,67,25,Oregon,72,30,35,16,71,54,50,15,79,DyeTroy_21274,31,61,88,55,75,53,52,45,76,88,66,225,9/18/96,Long Stride Loose,25,Troy,2,3300000,40,15,62,70,37,published,Dye,45,12,85,45,84,89,15,60,41,46,launch-ratings,26,77,10,19,45,69,81,55,46,266,15,Right,13,670000,45,76,59,10,MLB_FieldGeneral,67,45,31,82,45,21274
Troy Reeder,Chargers,MLB,67,27,Delaware,71,25,14,24,77,35,33,6,80,ReederTroy_20838,12,57,87,22,75,53,35,45,75,85,56,245,9/13/94,Long Stride Loose,7,Troy,3,1050000,34,6,31,71,19,published,Reeder,42,12,85,45,89,81,6,52,41,61,launch-ratings,19,79,6,18,45,75,84,43,12,1506,16,Right,16,30000,45,75,43,6,MLB_RunStopper,70,45,8,80,45,20838
Ty'Son Williams,Colts,HB,67,25,BYU,68,28,50,41,71,73,60,15,41,WilliamsTySon_20960,44,67,92,71,72,10,57,39,33,88,16,220,9/4/96,Default,36,Ty'Son,2,830000,63,22,81,22,55,published,Williams,43,19,90,35,82,73,15,15,73,10,launch-ratings,48,29,16,18,38,39,82,85,73,1096,17,Right,11,0,56,83,19,13,HB_ElusiveBack,21,30,10,85,35,20960
Tyler Shelvin,Bengals,DT,67,24,LSU,62,22,9,36,93,17,14,6,79,ShelvinTyler_21525,6,24,60,12,74,51,14,45,76,87,15,346,7/22/98,Long Stride Awkward,3,Tyler,1,3490000,40,6,14,66,10,published,Shelvin,99,10,59,45,71,80,6,12,34,60,launch-ratings,14,79,6,10,45,88,72,22,19,750,10,Right,10,720000,45,52,14,6,DT_RunStopper,73,45,2,57,45,21525
